 please tell me how many nonstop flights there are from boston to atlanta,atis_quantity
 on the earliest flight from san francisco to atlanta on delta is a meal being served,atis_flight
 where does canadian airlines international fly,atis_flight
 what flights from denver to pittsburgh arrive before 8 in the morning,atis_flight
 find me the earliest flight from boston to atlanta,atis_flight
 list nonstop flights from houston to dallas which arrive before midnight,atis_flight
 show me the flights from boston to san francisco that stop in atlanta,atis_flight
 show me flights to san francisco from philadelphia stopping in dallas,atis_flight
 show me flights from baltimore to dallas,atis_flight
 show me a list of ground transportation at denver,atis_ground_service
 i'd like a flight from columbus to phoenix stopping in cincinnati and serving dinner what's available,atis_flight
 also show me flights from san francisco to pittsburgh on tuesday,atis_flight
 show flights from dallas to oakland,atis_flight
 give me the cheapest flight from charlotte to long beach,atis_flight
 show me all flights from san francisco to pittsburgh,atis_flight
 find me a flight on united from boston to san francisco with a stopover in denver,atis_flight
 show me the last flight from love field,atis_flight
 what flights go from newark to boston after 5 pm,atis_flight
 what are all the flights from boston to dallas,atis_flight
 what is the earliest flight departing san francisco and arriving in boston on november ninth,atis_flight
 what is the earliest flight flying from pittsburgh to atlanta on july fifth,atis_flight
 please list available flights for next saturday from philadelphia to dallas,atis_flight
 what flights leave pittsburgh and arrive in los angeles after 5 pm on thursday,atis_flight
 what is the transportation time from the airport to boston,atis_ground_service
 which airline has the smallest plane leaving pittsburgh and arriving in baltimore on july fourth,atis_airline
 what are the nonstop flights on america west or southwest air from kansas city to burbank on saturday may twenty two,atis_flight
 what are the classes of service for american airlines,atis_flight
 i would like to find out what flights there are on friday june eleventh from st. petersburg to milwaukee and then from milwaukee to tacoma thank you,atis_flight
 all flights from boston to washington dc on november tenth,atis_flight
 what are the flights from denver to san francisco,atis_flight
 on the 8 am flight from san francisco to atlanta what type of aircraft is used,atis_aircraft
 which flight is a one way fare at 329 dollars from denver to pittsburgh,atis_flight
 what flights leave baltimore for boston after 6 o'clock on friday,atis_flight
 okay i need to get a flight from houston to seattle,atis_flight
 please list flights between denver and boston,atis_flight
 find me the flights that are nonstop between boston and dallas that leave between 12 and 2 in the afternoon,atis_flight
 i would like some information on flights leaving boston to atlanta,atis_flight
 show me the latest nonstop flight from denver to washington dc,atis_flight
 what are the flights from dallas to baltimore,atis_flight
 i would like a nonstop flight from new york to las vegas on march second,atis_flight
 no i want to go from denver to oakland,atis_flight
 show me all the night fares between philadelphia and san francisco,atis_airfare
 what kinds of ground transportation is available in dallas fort worth,atis_ground_service
 can you show me economy class one way fares for flights from oakland to dallas on december sixteenth,atis_airfare
 what is fare code qw,atis_abbreviation
 i'd like a flight on july ninth from orlando to kansas city in the afternoon,atis_flight
 what are the coach fares from charlotte to la wednesday night,atis_airfare
 is there ground transportation available in denver,atis_ground_service
 show me flights from philadelphia to oakland on friday,atis_flight
 i would like to know the flights available from boston to denver arriving in denver by 8 o'clock wednesday morning,atis_flight
 i would like to fly the cheapest rate available from pittsburgh to atlanta on wednesday morning,atis_flight
 list the flight from philadelphia to san francisco on american airlines,atis_flight
 flights from memphis to las vegas on sunday,atis_flight
 what is the first flight from atlanta to boston on thursday september fifth that leaves after 8 am,atis_flight
 what is the first class fare on united flight 352 from denver to boston,atis_airfare
 flight from philadelphia to dallas arriving before 4 pm on saturday,atis_flight
 list flights tomorrow from san diego to phoenix,atis_flight
 show me all flights from san francisco to washington dc area,atis_flight
 sure i want to go from philadelphia to dallas,atis_flight
 show me all the united airlines flights leaving dallas,atis_flight
 can you list all the flights between phoenix and las vegas,atis_flight
 list all flights from baltimore to philadelphia,atis_flight
 round trip flights from minneapolis to san diego coach economy fare,atis_flight
 i want to fly from boston to denver and i don't want any stopovers and i'd like to fly only during the afternoon,atis_flight
 flights from denver to baltimore between 10 am and 2 pm,atis_flight
 show me the flights from denver to atlanta,atis_flight
 what flights are there on delta from boston to dallas,atis_flight
 what kind of ground transportation can you offer me in seattle,atis_ground_service
 leaving washington going to san francisco the latest flight,atis_flight
 show me the flights available from atlanta to baltimore leaving atlanta in the morning,atis_flight
 round trip fares new york to san jose,atis_airfare
 which flights are serviced by american airlines,atis_flight
 how do i get from pittsburgh airport to downtown pittsburgh,atis_flight
 does midwest express serve charlotte,atis_flight
 what flights from houston to milwaukee on friday in the evening on american airlines,atis_flight
 what is the earliest flight going from san francisco to dallas on monday august nineteenth,atis_flight
 what flights from atlanta to st. louis on tuesday arriving around 230 pm,atis_flight
 i need a flight from kansas city to chicago that leaves wednesday and arrives in chicago around 7 pm,atis_flight
 i would like information on any flights from pittsburgh to san francisco leaving thursday evening,atis_flight
 i need a cheap flight from baltimore to san francisco,atis_flight
 what is the cost of a first class ticket from baltimore to dallas,atis_airfare
 what is the economy thrift fare from boston to washington,atis_airfare
 list the nonstop flights early tuesday morning from dallas to atlanta,atis_flight
 what is the earliest flight you have that leaves philadelphia to dallas,atis_flight
 are there any flights from dallas fort worth to boston leaving before 10 am,atis_flight
 show me all the flights to baltimore after 6 o'clock pm,atis_flight
 i need a return flight from philadelphia to boston,atis_flight
 united airlines flights stopping in denver before noon,atis_flight
 show me the car rentals in baltimore,atis_ground_service
 what flights go from newark to boston after 1024 in the morning,atis_flight
 shortest evening flight from tampa to cincinnati,atis_flight
 how much time does it take to go between the airport and downtown by ground transportation in dallas,atis_ground_service
 flights from boston to pittsburgh,atis_flight
 i'd like to fly continental airlines between boston and philadelphia,atis_flight
 i would like to book a flight on continental airlines from chicago to seattle on june first,atis_flight
 all flights from pittsburgh to dallas round trip after 12 pm less than 100,atis_flight
 show me flights on sunday going from san francisco to boston nonstop first class leaving after 12 noon,atis_flight
 from las vegas to phoenix,atis_flight
 show me flights from pittsburgh to atlanta on monday afternoon,atis_flight
 show me the flight with the smallest seating capacity which leaves pittsburgh and arrives in baltimore on june fourteenth,atis_flight
 show all flights from boston to denver on july thirty first,atis_flight
 are there any flights before 12 noon on june fifteenth from long beach to columbus,atis_flight
 list daily flights from boston to atlanta,atis_flight
 on a flight from san francisco to atlanta that leaves before 8 am is there such a flight,atis_flight
 on united airlines give me the flight times from boston to dallas,atis_flight_time
 ground transportation minneapolis,atis_ground_service
 show me airline abbreviations,atis_airline
 how many flights does delta have with a class of service code f,atis_quantity
 please list all the arriving and departing flights from general mitchell international,atis_flight
 i would like to see the flights from denver to philadelphia please,atis_flight
 does eastern airlines fly early in the morning between logan and bwi,atis_flight
 what flights leave phoenix on american airlines,atis_flight
 can you list all the airlines that have flights from boston to san francisco,atis_airline
 flights from nashville to orlando daily,atis_flight
 show me first class flights from pittsburgh to san francisco on friday,atis_flight
 i need the earliest flight from denver to boston that serves dinner,atis_flight
 from toronto to atlanta in the afternoon,atis_flight
 please list the friday afternoon flights from san jose to dallas on american airlines,atis_flight
 is there ground transportation in boston from the airport,atis_ground_service
 show first flight from pittsburgh to atlanta on wednesday,atis_flight
 i'm sorry i wanted to fly twa is there a flight between oakland and boston with a stopover in dallas fort worth on twa,atis_flight
 show me all flights from san francisco to la guardia nonstop,atis_flight
 what flights are there from pittsburgh to los angeles,atis_flight
 what kind of ground transportation is there in washington dc,atis_ground_service
 what is the least expensive flight available from dallas fort worth to san francisco,atis_flight
 what does the fare code f mean,atis_abbreviation
 what's the most expensive way i can fly to washington,atis_flight
 what flights from houston to milwaukee on friday on american airlines,atis_flight
 what is the schedule of ground transportation from the airport in philadelphia into downtown,atis_ground_service
 show me a list of flights from san francisco to boston for august thirtieth,atis_flight
 show me the least expensive flight from miami to cleveland on sunday after noon,atis_flight
 how much does it cost to go from downtown to logan airport,atis_airfare
 what flights are there from newark to tampa,atis_flight
 i want a flight from philadelphia to dallas that at least has one stop,atis_flight
 show flights from denver to oakland arriving between 12 and 1 o'clock,atis_flight
 what is the fare from san francisco to dallas fort worth on delta flight 852,atis_airfare
 flights from newark new jersey to cleveland ohio,atis_flight
 give me flights from denver to baltimore,atis_flight
 show the flights from denver to san francisco,atis_flight
 show me flights denver to washington dc on thursday,atis_flight
 please list the thursday morning flights from st. louis to st. paul,atis_flight
 what flight do you have from pittsburgh to san francisco on the morning of august twenty seventh,atis_flight
 what are the flights from boston to atlanta,atis_flight
 what flights from baltimore to san francisco arrive before 8 pm in san francisco,atis_flight
 show me the flights from pittsburgh to san francisco for thursday night or friday,atis_flight
 get me a first class flight on american to san francisco on tuesday next week,atis_flight
 ground transportation in westchester county,atis_ground_service
 what flights are there from atlanta to baltimore,atis_flight
 i'd like to fly from dallas to san francisco at approximately 615 pm,atis_flight
 list the fares of us air flights from boston to philadelphia,atis_airfare
 list flights from phoenix to detroit on thursday june twenty fourth,atis_flight
 what flights from miami to indianapolis on sunday,atis_flight
 now show me the flights from memphis to cleveland,atis_flight
 can you give me information on all the flights from san francisco no from pittsburgh to san francisco on monday,atis_flight
 could you find me a flight from boston to san francisco that stops in denver,atis_flight
 flights from cleveland to miami,atis_flight
 give me the flights from pittsburgh to los angeles thursday evening,atis_flight
 please list all of the flights leaving atlanta heading to baltimore after 8 pm wednesday and before 9 am thursday,atis_flight
 show me flights from seattle to san francisco that leave after 5 pm,atis_flight
 show me the flights that go from tacoma to miami,atis_flight
 which airline can fly me from atlanta to denver to san francisco,atis_airline
 are there any flights from denver to pittsburgh with stops in atlanta,atis_flight
 list all the flights that arrive at general mitchell international,atis_flight
 what flights from salt lake city to new york city arrive next saturday before 6 pm,atis_flight
 flights from nashville to seattle,atis_flight
 show me fares from seattle to minneapolis,atis_airfare
 i need a flight from boston to san francisco via dallas fort worth,atis_flight
 i'd like an afternoon flight from atlanta to san francisco with a stopover in denver arriving i'd say about mealtime,atis_flight
 show me the most expensive one way flight from detroit to westchester county,atis_flight
 show me the flights from baltimore to philadelphia,atis_flight
 from denver to washington dc on monday november eleventh 1991,atis_flight
 please list all the flights from boston to denver which serve meals,atis_flight
 list aircraft types that fly between boston and san francisco,atis_aircraft
 what does fare code qw mean,atis_abbreviation
 i'm interested in a flight on american airlines from dallas to washington,atis_flight
 give me flights from pittsburgh to baltimore,atis_flight
 how much is a round trip fare from indianapolis to seattle,atis_airfare
 what is the cheapest flight from long beach to memphis,atis_flight
 which airline provides business class flights,atis_airline
 which airlines fly between boston and pittsburgh,atis_airline
 list the flights arriving in atlanta from baltimore before noon on august fourth,atis_flight
 give me the flights for american airline from philadelphia to dallas,atis_flight
 i need a flight this sunday from miami to las vegas and i would prefer a morning flight,atis_flight
 which flights go from pittsburgh to atlanta in the evening,atis_flight
 give me american airlines flights from milwaukee to phoenix on saturday and on sunday,atis_flight
 list all flights that leave from baltimore or denver or pittsburgh and arrive in philadelphia,atis_flight
 show me the flights from baltimore to oakland,atis_flight
 show me the earliest flight from denver to las vegas,atis_flight
 show me flights from milwaukee to orlando on wednesday night,atis_flight
 may i have a listing of flights from milwaukee to tacoma washington departing in the evening,atis_flight
 what morning flights do you have between oakland and denver,atis_flight
 i'd like a flight from washington that stops in denver and goes on to san francisco,atis_flight
 show me all flights from pittsburgh to baltimore tomorrow,atis_flight
 all one way flights between boston and philadelphia,atis_flight
 what flights go to san francisco from boston,atis_flight
 what flights are there from san francisco to philadelphia daily with economy class,atis_flight
 first flights from pittsburgh to atlanta on a thursday,atis_flight
 show me the flights from baltimore to atlanta,atis_flight
 tell me about flights from toronto to salt lake city leaving after 530 pm,atis_flight
 show me the flights from indianapolis to orlando with round trip fares less than 1288,atis_flight
 i need a flight from boston to pittsburgh that leaves early in the morning,atis_flight
 what is the first flight from atlanta to baltimore that serves lunch,atis_flight
 show me the flights from pittsburgh to baltimore,atis_flight
 all flights from denver to philadelphia,atis_flight
 oakland to philadelphia saturday,atis_flight
 give me the earliest flight tomorrow on united airlines from st. petersburg to milwaukee,atis_flight
 show me flights on monday from philadelphia to boston after 7 am,atis_flight
 show me all the flights leaving baltimore,atis_flight
 show me the flights from philadelphia to boston,atis_flight
 is there a plane from boston to washington,atis_aircraft
 i need to go from boston to atlanta and back in the same day find me the earliest flight from boston,atis_flight
 what are flights between boston and pittsburgh on august tenth,atis_flight
 what are the schedule of flights from boston to san francisco for august first,atis_flight_time
 show me one way flights from milwaukee to orlando wednesday,atis_flight
 show me all flights from pittsburgh to baltimore tomorrow which serve a meal,atis_flight
 give me flights on american airlines from milwaukee to phoenix,atis_flight
 show all flights from pittsburgh to san francisco,atis_flight
 i wish to fly from boston to washington please find an airline for me,atis_flight
 please list the flights from dallas fort worth to dc baltimore on july twenty third,atis_flight
 which flights from memphis to tacoma also stop in los angeles,atis_flight
 show me the flights on tuesday morning from charlotte to baltimore,atis_flight
 i need 2 first class tickets from dallas fort worth to san francisco,atis_airfare
 are there any flights from philadelphia to dallas which stop in atlanta,atis_flight
 flights to baltimore,atis_flight
 what does mco stand for,atis_abbreviation
 what is the least expensive way to fly from philadelphia to san francisco,atis_flight
 list all nonstop flights from los angeles to pittsburgh before 5 pm on tuesday,atis_flight
 how many booking classes are there,atis_quantity
 give me the continental flights from chicago to seattle on friday,atis_flight
 what are the united airlines flights between baltimore and denver on august twelfth,atis_flight
 show me the flights next tuesday between philadelphia and san francisco,atis_flight
 find a flight on american airlines from boston to san francisco that makes a stopover in denver,atis_flight
 show me the fares on all flights round trip from pittsburgh to oakland,atis_airfare
 what's the difference between fare code q and fare code f,atis_abbreviation
 flights from cincinnati to salt lake city,atis_flight
 ground transportation denver,atis_ground_service
 show me flights from denver to washington dc on wednesdays,atis_flight
 find a flight between denver and oakland the flight should be in the afternoon and arrive close to 5 pm the flight should be nonstop,atis_flight
 show me all flights from atlanta to washington with prices,atis_flight
 flights between new york and miami,atis_flight
 please list the monday morning flights from kansas city to atlanta,atis_flight
 list all american airlines flights from phoenix to milwaukee which arrive on wednesday after 4 pm,atis_flight
 what round trip tickets are there from cleveland to miami on us air that arrive before 4 pm,atis_airfare
 i'd like to go from boston to denver at 9 o'clock saturday night,atis_flight
 show me the northwest flights from detroit to st. petersburg,atis_flight
 what is the available ground transportation between the airport in denver and downtown,atis_ground_service
 on may four atlanta to denver delta flight 257,atis_flight
 show me all flights from indianapolis,atis_flight
 which airlines have flights between philadelphia and pittsburgh,atis_airline
 which are the flights from denver to baltimore or washington dc,atis_flight
 list the number of flights leaving boston for dallas fort worth before 9 am in the morning,atis_quantity
 are there delta flights leaving atlanta,atis_flight
 can you list all round trip flights from orlando to kansas city and then to minneapolis,atis_flight
 i would like to find a flight from kansas city to salt lake city on delta and arriving at about 8 o'clock in the evening could you please tell me the aircraft and the flight number thank you,atis_flight
 i would like a flight from washington to boston leaving at 230 on august twentieth,atis_flight
 how much is a flight from washington to boston,atis_airfare
 show me all flights from orlando to san diego on a boeing 737,atis_flight
 what flights are there on sunday from seattle to minneapolis,atis_flight
 show me all flights from pittsburgh to atlanta,atis_flight
 which united airlines flight flies across this continent and leaves from boston goes to dallas and makes a stopover in philadelphia,atis_flight
 list daily flights of united airline from denver to baltimore with first class service,atis_flight
 show me flights from pittsburgh to atlanta on monday morning,atis_flight
 all flights phoenix to sfo,atis_flight
 i want to travel from washington dc to philadelphia on tuesday morning,atis_flight
 what is the fare going from atlanta to boston one way on november seventh,atis_airfare
 is there a flight on american airlines from boston to denver,atis_flight
 what flights are available from san francisco to pittsburgh on thursday evening,atis_flight
 do you have an afternoon flight leaving in the afternoon going from boston to san francisco with a stopover in dallas,atis_flight
 show the flights from pittsburgh to san francisco again on monday,atis_flight
 show me a list of flights on american airlines from boston to dc on july twenty second,atis_flight
 now i'd like flights from philadelphia to pittsburgh leaving between 430 and 530 pm,atis_flight
 what economy flights are available from dallas to baltimore on december seventeenth,atis_flight
 please show me flights from san francisco to dallas,atis_flight
 please show me all the flights from indianapolis to san diego tomorrow,atis_flight
 what does flight code us mean,atis_flight
 i would like a flight from denver to pittsburgh,atis_flight
 what is the flight schedule of the f28 from pittsburgh to baltimore,atis_flight_time
 looking for a flight from dc to minnesota,atis_flight
 how many us air flights leave from washington,atis_quantity
 show me times for flights from san francisco to atlanta,atis_flight_time
 what flights are there on wednesday evening or thursday morning from denver to sfo,atis_flight
 how many flights go from dallas to baltimore on july nineteenth,atis_quantity
 could you show me all the flights from oakland to salt lake city,atis_flight
 find me a flight from boston to san francisco with layover in denver on united,atis_flight
 what flights are available between boston and washington arriving in washington at 630,atis_flight
 show me the airlines between toronto and denver,atis_airline
 what flights do you have between pittsburgh and atlanta,atis_flight
 show me the flights from denver to westchester county,atis_flight
 i need information for a flight from denver to atlanta,atis_flight
 what is the cheapest flight from boston to atlanta,atis_flight
 what is the cheapest flight from atlanta to pittsburgh one way,atis_flight
 show me all overnight flights from washington dc to san francisco and list their fares,atis_flight
 round trip flights between new york and miami,atis_flight
 show me the one way flight from detroit to westchester county with the highest fare,atis_flight
 what flights are there from newark to chicago on continental,atis_flight
 i'm trying to make a connection between denver and san francisco does delta airline fly between those two,atis_flight
 what is the latest us air flight leaving philadelphia and returning to boston,atis_flight
 what flights does us air have from san francisco to pittsburgh on tuesday,atis_flight
 can i fly from boston to baltimore washington,atis_flight
 what is mco,atis_abbreviation
 flights from las vegas to phoenix,atis_flight
 i would like to leave around 7 o'clock in the morning,atis_flight
 show me fares from baltimore to philadelphia,atis_airfare
 flights from memphis to seattle,atis_flight
 please show me flights from pittsburgh to atlanta on wednesday morning serving breakfast,atis_flight
 flights from atlanta august second,atis_flight
 does american airlines fly from atlanta to philadelphia,atis_flight
 yes i'd like a flight from long beach to st. louis by way of dallas,atis_flight
 i'd like to know if you have any flights from denver to philadelphia,atis_flight
 what are the cheapest one way flights from atlanta to denver,atis_flight
 what is the first flight after 12 noon from washington for denver,atis_flight
 how many delta flights leave from washington,atis_quantity
 now list for me only the united flights that flight from oakland to boston,atis_flight
 from philadelphia to toronto,atis_flight
 i am interested in a flight on american airlines from dallas to washington,atis_flight
 what airplane types fly from pittsburgh to baltimore,atis_aircraft
 what is the yn code,atis_abbreviation
 i would like the earliest morning flight from atlanta to philadelphia on wednesday morning,atis_flight
 may i have a listing of flights from long beach to columbus ohio on tuesday,atis_flight
 what flights leave from phoenix to nashville on american airlines,atis_flight
 show me all round trips from new york to miami leaving on tuesday,atis_flight
 list all nonstop flights on sunday from tampa to charlotte,atis_flight
 list all flights from burbank to denver,atis_flight
 what are the round trip fares for flights from denver to philadelphia arriving after 1700 on continental,atis_airfare
 i'd like to see flights from baltimore to atlanta,atis_flight
 please show me the flights from las vegas to detroit on the twenty eighth,atis_flight
 what is ord,atis_abbreviation
 what type of ground transportation is available between the airport and downtown san francisco,atis_ground_service
 is the american flight 813 from boston to oakland a nonstop flight,atis_flight
 give me the flights from washington dc to philadelphia for december second,atis_flight
 show all connecting flights from pittsburgh to oakland,atis_flight
 list daily flights from boston to oakland using twa,atis_flight
 i would like the least expensive airfare flight on sunday to pittsburgh from san francisco,atis_airfare
 i need a flight from san diego to indianapolis leaving in the afternoon on tuesday,atis_flight
 can you give me the evening flight on wednesday from washington to atlanta again,atis_flight
 i would like to book a flight from los angeles to pittsburgh on june first,atis_flight
 what flights from atlanta to washington,atis_flight
 show me all flights direct only from boston to san francisco or oakland that arrive before 10 am local time,atis_flight
 first class round trip airfare from indianapolis to memphis,atis_airfare
 flights from cincinnati to denver on american airlines,atis_flight
 list all flights on continental leaving denver on sunday after 2134,atis_flight
 show me all flights from charlotte,atis_flight
 show me all nationair flights from toronto,atis_flight
 what are the fares from newark to la monday and wednesday,atis_airfare
 show me flights from denver to atlanta on june sixteenth,atis_flight
 please show me round trip tickets from denver to oakland,atis_airfare
 list all flights on united from san francisco to boston with fare code qx,atis_flight
 how many flights does twa have in business class,atis_quantity
 list all flights going from boston to atlanta after 6 o'clock on wednesday and before 7 o'clock am on thursday,atis_flight
 show me the flights to love field,atis_flight
 show me flights from pittsburgh to philadelphia,atis_flight
 show me the flights from philadelphia to atlanta,atis_flight
 philadelphia to dallas arriving before 1 in the afternoon,atis_flight
 i need a flight from tampa to montreal,atis_flight
 please give me flights leaving san francisco and going to pittsburgh,atis_flight
 what do you have from philadelphia to dallas on saturday morning,atis_flight
 flight leaving from oakland to salt lake city,atis_flight
 tell me about flights on american airlines from dallas fort worth to philadelphia on june twenty ninth,atis_flight
 list all flights from boston to san francisco with the maximum number of stops,atis_flight
 are there any flights from atlanta to denver,atis_flight
 what are the flights dallas to boston on monday morning,atis_flight
 show me flights leaving from denver colorado to pittsburgh pennsylvania on wednesdays after 5 pm,atis_flight
 i need flight information between atlanta and boston,atis_flight
 what are my choices of flights from las vegas to new york,atis_flight
 what is the cheapest flight from boston to san francisco,atis_flight
 on continental airlines any class service from san francisco to pittsburgh,atis_flight
 find the cheapest flight from denver to atlanta with a stopover in pittsburgh,atis_flight
 what are the lowest one way fares from atlanta to denver,atis_airfare
 are there any flights from boston to san francisco stopping in denver,atis_flight
 flights from kansas city to cleveland on wednesday,atis_flight
 how much is a round trip fare from memphis to seattle,atis_airfare
 show me the flights into love field,atis_flight
 i'd like to fly from philadelphia to dallas through atlanta,atis_flight
 information on flights from pittsburgh to philadelphia,atis_flight
 what flights does american airlines fly from philadelphia to dallas,atis_flight
 i want to travel from kansas city to chicago round trip leaving wednesday june sixteenth arriving in chicago at around 7 o'clock in the evening and returning the next day arriving in kansas city at around 7 o'clock in the evening which airlines fly that route,atis_flight
 i would like the time of all flights from san francisco to pittsburgh on sunday,atis_flight_time
 show me ground transportation in dallas please,atis_ground_service
 are there any nonstop flights leaving from denver arriving in baltimore on july seventh,atis_flight
 how much does dl 746 cost,atis_airfare
 what is the earliest flight from boston to san francisco on american airlines,atis_flight
 please list ground transport in san francisco,atis_ground_service
 i need a flight from ontario to los angeles on a thursday,atis_flight
 show me flights from all airports to love field,atis_flight
 list the flights from pittsburgh to san francisco on thursday,atis_flight
 what flights are available from denver to baltimore first class on united airlines arriving may seventh before noon,atis_flight
 which airlines are represented in the database,atis_airline
 which flight between pittsburgh and baltimore on july nineteenth has the smallest seating capacity,atis_flight
 list all trans world airline flights from indianapolis to houston that arrive in houston between 1030 am and 1130 am,atis_flight
 what flights are there from new york city to las vegas,atis_flight
 is there ground transportation from san diego airport to the downtown area,atis_ground_service
 shortest morning flights from cincinnati to tampa,atis_flight
 what's the last flight from houston to dallas,atis_flight
 is there a flight from charlotte to newark on tuesday evening,atis_flight
 what is airline us,atis_airline
 what's the lowest round trip fare from dallas to atlanta,atis_airfare
 find me the earliest flight from boston to atlanta on any day of the week,atis_flight
 display all flights from boston to baltimore on july thirty first,atis_flight
 economy fares new york to miami round trip,atis_airfare
 i need to fly from boston to denver on to san francisco and back,atis_flight
 i wish to book a flight from pittsburgh to atlanta coach discount fare,atis_flight
 show me flights to dallas from san francisco and atlanta and pittsburgh,atis_flight
 hi i need to get a flight from memphis to salt lake city departing before 10 am,atis_flight
 what is the cheapest fare i can get from dallas to denver,atis_airfare
 i would like a flight from philadelphia to dallas arrive dallas about 12 noon,atis_flight
